1	15039	15795	2	2	1	0	4	17
1	15948	16606	2	2	1	0	1	8
1	16766	16857	2	2	1	0	1	7
1	17056	17232	2	2	1	0	10	16
1	17369	17605	2	2	1	0	2	4
1	17743	17914	2	2	1	0	5	19
1	18062	18267	2	2	1	0	2	18
1	91630	92090	2	2	1	0	1	4
1	164792	165883	2	2	1	0	1	6
1	165943	168099	2	2	1	0	1	13
1	168166	169048	2	2	1	0	1	17
1	185351	185490	2	2	1	0	5	17
1	185560	186316	2	2	1	0	6	17
1	186470	187128	2	2	1	0	2	13
1	187578	187754	2	2	1	0	10	16
1	187891	188129	2	2	1	0	2	4
1	188267	188438	2	2	1	0	5	19
1	188585	188790	2	2	1	0	2	18
1	188903	195262	2	2	1	0	3	14
1	268205	268666	2	2	1	0	1	4
1	357587	358048	2	2	1	0	1	4
1	358184	358283	2	2	0	0	1	16
1	495050	497108	2	2	1	0	1	10
1	497300	501555	2	2	1	0	1	12
1	501621	502861	2	2	1	1	0	11
1	517267	522858	2	2	1	0	2	19
1	586359	586820	2	2	1	0	1	4
1	586956	587055	2	2	0	0	1	16
1	733365	735422	2	2	1	0	1	10
1	756142	758966	2	2	1	0	3	20
1	759124	764722	2	2	1	0	2	19
1	765248	766328	2	2	1	0	1	6
1	766388	768547	2	2	1	0	1	13
1	768614	769496	2	2	1	0	1	17
1	805892	808573	2	2	1	0	1	6
1	829105	841199	1	1	1	1	0	15
1	852767	853390	1	1	1	2	0	9
1	935897	939039	1	1	1	1	0	3
1	939413	941143	1	1	1	0	1	9
1	939461	941143	1	1	1	0	1	9
1	944801	945056	2	2	1	0	5	20
1	945147	945517	2	2	1	4	0	15
1	946287	946401	2	2	1	2	0	15
1	948233	948489	2	2	1	4	0	19
1	948604	951126	2	2	1	1	0	4
1	951239	951999	2	2	1	1	0	10
1	952601	953174	2	2	1	1	0	15
1	953289	953781	2	2	1	1	0	17
1	953893	954003	2	2	1	1	0	14
1	956014	956094	2	2	1	2	0	4
