1	15039	15795	2	2	1	0	2	17
1	15948	16606	2	2	1	0	2	16
1	17056	17232	2	2	1	0	5	15
1	17369	17605	2	2	1	0	1	12
1	17743	17914	2	2	1	0	4	12
1	91630	92090	2	2	1	0	1	18
1	92241	112699	2	2	1	0	1	7
1	146510	155766	2	2	1	0	1	9
1	164792	165883	2	2	1	0	1	13
1	165943	168099	2	2	1	0	4	19
1	185351	185490	2	2	1	0	5	17
1	185560	186316	2	2	1	0	3	17
1	186470	187128	2	2	1	0	2	16
1	187578	187754	2	2	1	0	5	15
1	187891	188129	2	2	1	0	1	12
1	188267	188438	2	2	1	0	4	12
1	188903	195262	2	2	1	0	1	6
1	268205	268666	2	2	1	0	1	18
1	268817	289265	2	2	1	0	1	7
1	357587	358048	2	2	1	0	1	18
1	505104	514358	2	2	1	0	1	9
1	586359	586820	2	2	1	0	1	18
1	586956	703684	2	2	1	0	1	7
1	732208	732980	2	2	1	0	1	18
1	746819	756076	2	2	1	0	1	9
1	765248	766328	2	2	1	0	1	13
1	766388	768547	2	2	1	0	4	19
1	829105	847653	1	1	1	0	2	6
1	829105	851926	1	1	1	0	1	4
1	908988	909875	2	2	0	0	1	19
1	909169	909875	2	2	0	0	1	19
1	909525	909875	2	2	0	0	1	19
1	944801	945041	2	2	1	1	0	20
1	944801	945056	2	2	1	0	4	19
1	945423	945517	2	2	1	1	0	3
1	946546	948130	2	2	1	1	0	6
1	948233	948489	2	2	1	3	0	5
1	948604	951126	2	2	1	1	0	15
1	951239	951999	2	2	1	2	2	15
1	952140	952411	2	2	1	3	0	12
1	953289	953781	2	2	1	1	0	3
1	954083	955922	2	2	1	2	0	17
1	956216	956893	2	2	1	0	4	17
1	1044258	1044333	1	1	1	2	0	19
1	1045524	1045732	1	1	1	1	0	17
1	1046958	1047326	1	1	1	1	0	8
1	1047688	1047775	1	1	1	4	0	17
1	1049452	1049565	1	1	1	3	0	13
1	1050330	1050426	1	1	1	1	0	12
1	1050592	1050725	1	1	1	1	0	11
1	1050838	1051252	1	1	1	1	0	16
1	1051646	1051727	1	1	1	1	0	11
1	1053978	1054447	1	1	1	1	0	5
1	1087205	1087501	2	2	1	1	0	8
1	1217689	1218457	2	2	1	4	0	16
1	1218634	1218768	2	2	1	2	0	10
1	1218928	1223243	2	2	1	1	0	4
1	1223358	1223831	2	2	1	2	0	20
1	1223969	1228467	2	2	1	3	0	18
1	1257131	1257207	2	2	1	3	0	15
1	1257311	1263345	2	2	1	1	0	5
1	1263387	1267861	2	2	1	1	0	15
1	1294629	1294717	2	2	1	1	0	17
1	1294817	1295446	2	2	1	1	0	19
1	1295939	1296014	2	2	1	2	0	12
1	1296110	1296210	2	2	1	2	0	14
1	1296281	1296424	2	2	1	1	0	11
1	1298422	1298566	2	2	1	1	0	17
1	1300069	1300157	2	2	1	1	0	17
1	1300203	1300508	2	2	1	1	0	13
1	1300693	1301987	2	2	1	1	0	6
1	1302047	1302921	2	2	1	1	0	6
1	1311925	1312017	2	2	1	1	0	5
1	1312369	1312439	2	2	1	3	0	10
1	1312950	1313034	2	2	1	1	0	11
1	1313125	1313508	2	2	1	1	0	15
1	1313593	1313731	2	2	1	4	0	12
1	1315439	1315519	2	2	1	1	0	17
1	1315619	1319295	2	2	1	1	0	15
1	1336516	1337976	2	2	1	2	0	19
1	1338184	1338268	2	2	1	3	0	19
1	1338437	1338521	2	2	1	1	0	7
1	1339440	1339581	2	2	1	2	0	15
1	1339813	1340037	2	2	1	1	0	15
1	1340178	1340246	2	2	1	3	0	16
1	1341806	1342052	2	2	1	1	0	10
1	1342485	1342688	2	2	1	1	0	15
1	1342759	1348895	2	2	1	2	0	13
1	1373903	1373999	2	2	1	6	0	19
1	1374446	1374704	2	2	1	3	1	18
1	1374791	1375153	2	2	1	1	0	9
1	1387583	1387776	2	2	1	2	0	12
1	1387870	1387953	2	2	1	3	0	15
1	1388066	1390229	2	2	1	2	0	12
1	1390372	1390458	2	2	1	1	0	18
1	1390564	1390765	2	2	1	2	0	19
1	1392804	1393395	2	2	1	1	0	13
1	1395515	1398232	2	2	1	4	0	17
1	1398672	1399018	2	2	1	1	0	5
1	1399690	1400157	1	1	1	1	0	13
1	1400304	1400604	1	1	1	1	0	14
1	1402257	1405808	2	2	1	6	0	18
1	1405887	1406908	2	2	1	3	0	13
1	1407020	1407130	2	2	1	2	0	13
1	1452435	1454344	1	1	1	0	1	10
1	1455520	1455790	1	1	1	0	1	6
1	1455917	1456224	1	1	1	0	2	19
1	1469369	1492102	2	2	0	0	1	19
1	1477351	1478643	1	1	1	0	2	15
1	1478746	1479048	1	1	1	0	2	10
1	1480937	1482137	1	1	1	0	1	16
1	1482615	1485015	1	1	1	0	1	10
1	1485839	1486109	1	1	1	0	1	6
1	1486236	1486543	1	1	1	0	2	19
1	1487915	1489203	1	1	1	1	0	8
1	1490672	1495484	1	1	1	1	0	15
1	1516089	1517310	1	1	1	0	2	15
1	1517413	1517715	1	1	1	0	2	10
1	1518991	1520140	1	1	1	0	1	16
1	1523965	1524272	1	1	1	0	2	19
1	1526532	1527160	1	1	1	1	0	17
1	1542168	1543868	2	2	1	7	0	18
1	1543988	1544862	2	2	1	4	0	13
1	1545003	1564772	2	2	1	5	0	16
1	1564917	1574477	2	2	1	1	1	8
1	1623483	1623773	1	1	1	1	0	13
1	1625429	1625545	1	1	1	1	0	15
1	1628180	1628272	1	1	1	1	0	10
1	1628400	1628488	1	1	1	1	0	15
1	1628723	1629132	1	1	1	1	0	6
1	1629705	1630291	1	1	1	1	0	6
1	1635857	1635936	2	2	1	0	2	16
1	1636127	1636332	2	2	1	0	2	9
1	1636482	1636681	2	2	1	2	0	11
1	1636799	1636896	2	2	1	0	1	9
1	1637005	1637080	2	2	1	1	0	4
1	1637203	1637407	2	2	1	0	2	17
1	1638591	1640276	2	2	1	0	1	11
1	1640453	1641047	2	2	1	0	1	19
1	1642002	1642385	2	2	1	0	1	14
1	1642509	1645125	2	2	1	0	1	5
1	1645263	1649498	2	2	1	0	2	10
1	1649638	1652438	2	2	1	2	0	11
1	1652567	1655368	2	2	1	0	2	9
1	1668473	1675462	2	2	1	0	1	20
1	1671630	1675462	2	2	1	1	0	5
1	1676200	1676377	2	2	1	0	2	18
1	1691394	1692448	2	2	1	0	1	8
1	1703000	1703079	2	2	1	0	2	16
1	1703270	1703475	2	2	1	0	2	9
1	1703625	1703823	2	2	1	1	0	11
1	1703941	1704038	2	2	1	0	1	9
1	1704345	1704549	2	2	1	0	2	17
1	1704656	1704903	2	2	1	1	0	13
1	1705733	1707408	2	2	1	0	1	11
1	1705733	1707524	2	2	1	1	0	18
1	1707585	1708179	2	2	1	0	1	19
1	1709134	1709517	2	2	1	0	1	14
1	1709641	1712263	2	2	1	0	1	5
1	1712401	1716345	2	2	1	0	2	10
1	1719456	1721595	2	2	1	0	2	9
1	1734836	1738320	2	2	1	0	1	20
1	1739058	1739235	2	2	1	0	2	18
1	1744669	1745723	2	2	1	0	1	8
1	1754209	1754283	2	2	1	3	0	18
1	1754384	1754543	2	2	1	1	0	7
1	1754699	1755373	2	2	1	1	0	10
1	1755477	1756257	2	2	1	1	0	16
1	1756344	1756502	2	2	1	3	0	16
1	1756609	1757180	2	4	1	1	0	7
1	1757311	1761951	2	2	1	4	0	16
1	1762036	1765227	2	2	1	1	0	3
1	1787054	1787321	2	2	1	5	0	18
1	1787438	1789052	2	2	1	4	0	20
1	1789270	1790394	2	2	1	2	0	11
1	1790597	1793244	2	2	1	7	0	16
1	1793312	1804418	2	2	1	3	0	18
1	1804582	1806474	2	2	1	4	12	20
1	1806539	1815755	2	2	1	3	0	14
1	1815863	1817836	2	2	1	8	0	19
1	1817876	1825396	2	2	1	2	0	8
1	1916616	1916751	1	1	1	1	0	19
1	2056574	2059540	1	1	1	1	0	19
1	2059592	2135261	1	1	1	1	0	6
1	2150979	2155994	1	1	1	1	0	13
1	2156093	2169517	1	1	1	1	0	11
1	2172389	2173896	1	1	1	1	0	13
1	2174834	2175223	1	1	1	1	0	7
1	2184699	2184921	1	1	1	1	0	16
1	2189782	2193638	2	2	1	1	0	15
1	2198143	2198753	2	2	1	1	0	19
1	2304109	2304292	1	1	1	1	0	8
1	2324144	2336468	2	2	1	1	0	20
1	2357599	2358591	2	2	1	1	0	6
1	2372592	2374460	2	2	1	1	0	7
1	2385066	2385806	2	2	1	1	0	10
1	2385898	2387418	2	2	1	1	0	16
1	2391959	2395783	1	1	1	2	0	11
1	2397221	2399414	1	1	1	0	1	3
1	2399515	2400856	1	1	1	8	1	19
1	2400936	2402206	1	1	1	6	0	19
1	2402343	2403034	1	1	1	2	0	18
1	2406620	2406719	2	2	1	1	0	6
1	2408859	2410370	2	2	1	1	0	14
1	2509061	2509861	2	2	1	1	0	17
1	2510783	2511337	2	2	1	1	0	7
1	2513040	2514001	2	2	1	1	0	15
1	2519325	2519800	2	2	1	2	0	14
